sub_id,source,platform,n_trials,n_congruent,n_incongruent,congruent_accuracy,congruent_omission_rate,congruent_rt,incongruent_accuracy,incongruent_omission_rate,incongruent_rt,stroop_effect,lag1_autocorr,post_error_slowing_ms
s138,human,human,96,48,48,0.9791666666666666,0.0,554.1063829787234,0.9791666666666666,0.0,666.2127659574468,112.10638297872333,0.4572813019399501,19.940860215053817
s139,human,human,96,48,48,1.0,0.0,635.0,0.9583333333333334,0.0,698.195652173913,63.195652173913004,0.22390816966936064,128.5967741935484
s140,human,human,96,48,48,1.0,0.0,613.4375,0.9583333333333334,0.020833333333333332,773.9347826086956,160.49728260869563,0.2770001865128484,-86.58695652173913
s141,human,human,96,48,48,0.9791666666666666,0.020833333333333332,670.2978723404256,0.8958333333333334,0.0,821.5813953488372,151.28352300841163,0.20687928349321164,-95.56136363636358
s142,human,human,96,48,48,1.0,0.0,569.8125,0.9375,0.020833333333333332,706.5777777777778,136.76527777777778,0.031188910838088356,-18.175824175824232
s143,human,human,96,48,48,0.9583333333333334,0.020833333333333332,772.5,0.6458333333333334,0.125,913.4193548387096,140.91935483870964,-0.046351597631769964,100.71830985915494
s144,human,human,96,48,48,0.9791666666666666,0.0,589.9574468085107,1.0,0.0,617.4375,27.480053191489333,-0.12265753548493577,-0.41489361702122096
s145,human,human,96,48,48,0.9583333333333334,0.020833333333333332,686.3913043478261,0.7708333333333334,0.020833333333333332,748.2972972972973,61.90599294947117,0.2565556735411695,46.2603815937149
s146,human,human,96,48,48,1.0,0.0,789.2916666666666,1.0,0.0,864.5833333333334,75.29166666666674,-0.200568178332084,
s147,human,human,96,48,48,1.0,0.0,597.9583333333334,0.9166666666666666,0.041666666666666664,766.6136363636364,168.655303030303,0.2831391164430884,109.08988764044943
s149,human,human,96,48,48,1.0,0.0,760.8958333333334,1.0,0.0,853.9166666666666,93.02083333333326,-0.08333874425903434,
s150,human,human,96,48,48,0.9791666666666666,0.0,760.0,0.9375,0.020833333333333332,832.2666666666667,72.26666666666665,0.10387164297533737,222.12222222222226
s151,human,human,96,48,48,0.9375,0.0,619.0444444444445,0.8958333333333334,0.0,649.5116279069767,30.46718346253226,-0.22334911453923176,72.13505747126442
s152,human,human,96,48,48,1.0,0.0,594.6875,0.9583333333333334,0.020833333333333332,699.5,104.8125,-0.018222053134676862,-64.51086956521738
s153,human,human,96,48,48,0.9791666666666666,0.0,593.7446808510638,0.8958333333333334,0.0,725.4186046511628,131.67392380009903,-0.014328124744907607,0.6067415730336734
s154,human,human,96,48,48,0.9791666666666666,0.0,722.4255319148937,0.9583333333333334,0.0,869.9565217391304,147.5309898242367,0.12650081983583814,-46.26086956521738
s155,human,human,96,48,48,0.9375,0.0,739.8,0.9375,0.020833333333333332,763.8444444444444,24.04444444444448,0.11753217662261231,122.4477272727272
s156,human,human,96,48,48,0.9791666666666666,0.0,639.7446808510638,0.8541666666666666,0.0,761.0975609756098,121.352880124546,0.2071303399450929,21.018678160919535
s157,human,human,96,48,48,1.0,0.0,890.1875,0.9791666666666666,0.0,1104.7446808510638,214.55718085106378,-0.0018915141800223694,-39.23404255319144
s158,human,human,96,48,48,0.9791666666666666,0.0,610.0212765957447,0.9791666666666666,0.0,746.1702127659574,136.14893617021278,0.34847177707531785,273.5913978494624
s160,human,human,96,48,48,0.9375,0.0,588.4666666666667,0.9166666666666666,0.020833333333333332,728.9545454545455,140.4878787878788,0.057197047430869744,309.04022988505744
s161,human,human,96,48,48,0.9166666666666666,0.020833333333333332,774.0,0.9375,0.020833333333333332,861.5777777777778,87.57777777777778,0.16507097524759207,158.24425287356325
s162,human,human,96,48,48,1.0,0.0,507.125,0.9583333333333334,0.0,623.5,116.375,0.020655049365943798,195.80107526881716
s163,human,human,96,48,48,0.9166666666666666,0.020833333333333332,1190.1818181818182,0.8333333333333334,0.125,1220.775,30.593181818181847,0.030478836884001867,155.6461038961038
s165,human,human,96,48,48,0.9791666666666666,0.0,804.6808510638298,1.0,0.0,959.4166666666666,154.73581560283685,-0.00986222316413042,-209.95744680851067
s166,human,human,96,48,48,0.9583333333333334,0.020833333333333332,682.7826086956521,0.875,0.041666666666666664,843.8571428571429,161.07453416149076,-0.06503043412181447,32.83571428571429
s167,human,human,96,48,48,0.9791666666666666,0.0,612.468085106383,0.875,0.020833333333333332,779.6666666666666,167.19858156028363,-0.13104638361965887,-0.04597701149430122
s168,human,human,96,48,48,1.0,0.0,541.9583333333334,0.9583333333333334,0.0,671.5434782608696,129.58514492753625,0.012114144981930981,18.064516129032313
s169,human,human,96,48,48,0.9791666666666666,0.0,697.0212765957447,0.9375,0.0,872.2666666666667,175.24539007092199,0.1276764218477068,53.25824175824175
s170,human,human,96,48,48,1.0,0.0,718.4791666666666,0.875,0.020833333333333332,953.0714285714286,234.59226190476193,0.14958077263214606,57.030898876404535
s171,human,human,96,48,48,1.0,0.0,722.4791666666666,0.9583333333333334,0.0,759.4130434782609,36.933876811594246,-0.05223711809624276,152.94086021505382
s172,human,human,96,48,48,1.0,0.0,675.9166666666666,0.8958333333333334,0.020833333333333332,912.9069767441861,236.99031007751944,0.2449231195393564,75.47752808988764
s173,human,human,96,48,48,0.9791666666666666,0.0,590.7021276595744,0.9791666666666666,0.0,649.9574468085107,59.25531914893622,0.36994902231628723,36.12903225806451
s174,human,human,96,48,48,1.0,0.0,969.9791666666666,0.8125,0.08333333333333333,1134.076923076923,164.09775641025647,-0.05474352717742313,118.15963855421683
s175,human,human,96,48,48,0.9791666666666666,0.0,624.2127659574468,0.9791666666666666,0.0,629.7446808510638,5.5319148936169995,0.08044559129077059,77.21505376344089
s176,human,human,96,48,48,0.9791666666666666,0.0,632.7446808510638,0.8958333333333334,0.020833333333333332,841.4883720930233,208.74369124195948,0.10091087276058858,99.6613636363636
s177,human,human,96,48,48,1.0,0.0,613.375,0.9375,0.0,739.0888888888888,125.71388888888885,0.1053355569774391,105.13043478260875
s178,human,human,96,48,48,0.9791666666666666,0.0,717.8936170212766,0.9375,0.020833333333333332,875.5111111111111,157.6174940898345,0.08413681424132906,104.20000000000005
s179,human,human,96,48,48,0.9791666666666666,0.0,654.4255319148937,0.9166666666666666,0.020833333333333332,685.3409090909091,30.915377176015454,0.02843672999533648,155.13483146067415
s180,human,human,96,48,48,0.9791666666666666,0.020833333333333332,725.2978723404256,0.7916666666666666,0.020833333333333332,892.2105263157895,166.91265397536392,0.06947794372405246,23.872628726287303
s181,human,human,96,48,48,0.8958333333333334,0.0625,701.9302325581396,0.6875,0.08333333333333333,930.1515151515151,228.22128259337558,-0.02772167843029594,182.68055555555554
s182,human,human,96,48,48,0.9791666666666666,0.0,752.7234042553191,0.8333333333333334,0.041666666666666664,861.575,108.85159574468094,-0.0007248535992714423,-61.08333333333337
s183,human,human,96,48,48,0.9791666666666666,0.0,635.8510638297872,0.9583333333333334,0.0,754.3260869565217,118.47502312673453,0.10313641265764452,174.6159420289855
s184,human,human,96,48,48,1.0,0.0,614.1041666666666,0.9583333333333334,0.0,639.5217391304348,25.417572463768124,0.2825440079308386,82.26344086021504
s185,human,human,96,48,48,1.0,0.0,618.7083333333334,0.9791666666666666,0.0,735.063829787234,116.35549645390063,0.145791747201923,179.8404255319149
s186,human,human,96,48,48,0.9791666666666666,0.0,639.0,0.875,0.0,772.1428571428571,133.1428571428571,-0.02372886971461443,91.49512987012986
s187,human,human,96,48,48,1.0,0.0,800.7708333333334,0.9583333333333334,0.0,978.8260869565217,178.05525362318838,0.13076029783781515,112.46236559139788
s188,human,human,96,48,48,1.0,0.0,544.7083333333334,0.9375,0.0,650.4222222222222,105.71388888888885,0.18300741059506706,107.27173913043475
s189,human,human,96,48,48,0.9583333333333334,0.020833333333333332,649.5217391304348,0.9583333333333334,0.0,699.0217391304348,49.5,0.18901604265894742,-12.555555555555543
s190,human,human,96,48,48,1.0,0.0,596.5625,0.9583333333333334,0.0,717.6521739130435,121.0896739130435,0.4115032823660921,303.6182795698925
s191,human,human,96,48,48,0.9583333333333334,0.0,762.3913043478261,0.7708333333333334,0.10416666666666667,881.7567567567568,119.36545240893065,0.05686288865548563,58.01098901098908
s192,human,human,96,48,48,0.9791666666666666,0.020833333333333332,569.8297872340426,0.9583333333333334,0.0,656.5434782608696,86.71369102682706,0.0611865901946828,-107.93478260869563
s193,human,human,96,48,48,1.0,0.0,721.9166666666666,0.9583333333333334,0.0,818.9565217391304,97.03985507246375,0.13113972708293417,109.69892473118284
s194,human,human,96,48,48,1.0,0.0,619.6458333333334,0.9791666666666666,0.0,718.4468085106383,98.80097517730496,-0.12440076679084514,140.68085106382978
s195,human,human,96,48,48,1.0,0.0,673.25,0.9583333333333334,0.0,741.695652173913,68.445652173913,0.27938159874649693,415.5376344086021
s196,human,human,96,48,48,0.9583333333333334,0.0,672.1086956521739,0.9583333333333334,0.020833333333333332,765.3913043478261,93.28260869565224,-0.13357046531380462,522.3901098901099
s197,human,human,96,48,48,0.9583333333333334,0.0,755.6086956521739,0.9583333333333334,0.0,835.5869565217391,79.97826086956525,0.20827166777413444,346.07417582417577
s198,human,human,96,48,48,0.9583333333333334,0.020833333333333332,634.4565217391304,0.9583333333333334,0.020833333333333332,724.5,90.04347826086962,-0.0711053774124816,151.12921348314603
s199,human,human,96,48,48,1.0,0.0,548.125,0.9583333333333334,0.0,671.0434782608696,122.91847826086962,0.007603903213872713,65.16129032258061
s200,human,human,96,48,48,0.9583333333333334,0.020833333333333332,587.7391304347826,0.9583333333333334,0.020833333333333332,835.4782608695652,247.73913043478262,0.020451483389048484,-105.25280898876406
s201,human,human,96,48,48,0.9791666666666666,0.0,666.9787234042553,0.9791666666666666,0.0,800.5106382978723,133.531914893617,0.17423582183021924,-9.311827956989191
s202,human,human,96,48,48,1.0,0.0,578.3333333333334,1.0,0.0,683.2083333333334,104.875,-0.09939115311764565,
s203,human,human,96,48,48,0.9791666666666666,0.0,705.8510638297872,0.875,0.041666666666666664,803.9285714285714,98.07750759878422,-0.06545799704712787,45.225581395348854
s204,human,human,96,48,48,0.9791666666666666,0.0,621.063829787234,0.9166666666666666,0.0,803.0681818181819,182.00435203094787,0.2391636810203324,-58.58888888888896
s205,human,human,96,48,48,1.0,0.0,576.9791666666666,0.9583333333333334,0.0,764.7826086956521,187.8034420289855,-0.04226093054357073,441.7204301075269
s206,human,human,96,48,48,1.0,0.0,536.2708333333334,0.875,0.020833333333333332,600.3333333333334,64.0625,-0.039716634894402074,53.5
s207,human,human,96,48,48,1.0,0.0,559.2291666666666,0.9583333333333334,0.0,625.0217391304348,65.79257246376812,0.35968699366811785,-10.0322580645161
s208,human,human,96,48,48,0.9791666666666666,0.020833333333333332,632.0212765957447,1.0,0.0,826.0208333333334,193.9995567375887,0.14785991412268676,
s209,human,human,96,48,48,0.9791666666666666,0.0,605.9787234042553,0.8541666666666666,0.041666666666666664,784.8536585365854,178.87493513233005,-0.17107250916385322,24.849019607843047
s210,human,human,96,48,48,1.0,0.0,657.8333333333334,0.9583333333333334,0.0,745.2173913043479,87.3840579710145,-0.13112549358107384,81.30107526881716
s211,human,human,96,48,48,0.9583333333333334,0.020833333333333332,780.6521739130435,0.7916666666666666,0.08333333333333333,858.6052631578947,77.95308924485118,0.05121101124101987,-40.716117216117254
s212,human,human,96,48,48,1.0,0.0,728.4375,0.9375,0.041666666666666664,810.6444444444444,82.20694444444439,-0.13680824761453983,232.97777777777776
s213,human,human,96,48,48,0.9583333333333334,0.020833333333333332,640.6086956521739,0.8125,0.020833333333333332,790.1538461538462,149.5451505016723,0.1732908142247842,7.891566265060192
s214,human,human,96,48,48,1.0,0.0,650.1041666666666,0.9791666666666666,0.0,973.8936170212766,323.7894503546099,0.03651909030445166,-309.2872340425532
s215,human,human,96,48,48,1.0,0.0,768.375,0.9583333333333334,0.0,933.5434782608696,165.16847826086962,-0.023500754913733036,-77.20967741935488
s216,human,human,96,48,48,0.9583333333333334,0.0,678.3695652173913,0.9583333333333334,0.0,894.195652173913,215.82608695652175,-0.04471729961135665,-143.7664835164835
s217,human,human,96,48,48,1.0,0.0,729.7083333333334,0.9791666666666666,0.0,843.468085106383,113.75975177304963,0.026280558004863338,26.27659574468089
s218,human,human,96,48,48,0.9791666666666666,0.020833333333333332,743.8723404255319,0.8333333333333334,0.08333333333333333,827.1,83.22765957446813,0.16282372932502295,197.27439024390242
s219,human,human,96,48,48,0.9791666666666666,0.0,692.7872340425532,0.9791666666666666,0.0,733.1063829787234,40.31914893617022,0.16290317037315585,257.1236559139785
s220,human,human,96,48,48,1.0,0.0,672.3958333333334,0.9166666666666666,0.0,868.0681818181819,195.6723484848485,0.0012170125274557704,216.11813186813185
s221,human,human,96,48,48,0.9791666666666666,0.020833333333333332,576.9148936170212,1.0,0.0,615.25,38.33510638297878,-0.09900529624443577,
s222,human,human,96,48,48,1.0,0.0,639.5416666666666,0.9583333333333334,0.0,728.9782608695652,89.43659420289862,0.17335580970392303,-133.02688172043008
s223,human,human,96,48,48,0.9583333333333334,0.020833333333333332,716.3695652173913,0.875,0.020833333333333332,839.3333333333334,122.96376811594212,-0.05696578504350777,104.02558139534892
s224,human,human,96,48,48,0.8958333333333334,0.0,624.6744186046511,0.9583333333333334,0.0,753.5652173913044,128.89079878665325,0.017401674805193636,25.780844155844193
s225,human,human,96,48,48,1.0,0.0,689.5625,1.0,0.0,827.75,138.1875,-0.045867034638495556,
s226,human,human,96,48,48,1.0,0.0,564.3541666666666,0.9791666666666666,0.020833333333333332,734.2978723404256,169.94370567375893,0.3073556251658466,
s227,human,human,96,48,48,0.8958333333333334,0.0,495.7674418604651,0.9375,0.0,541.0444444444445,45.27700258397937,-0.12333829869610043,34.02155172413791
s228,human,human,96,48,48,0.9791666666666666,0.0,641.4042553191489,0.8125,0.020833333333333332,904.4102564102565,263.0060010911076,-0.18569469942919092,28.198412698412653
s229,human,human,96,48,48,0.9791666666666666,0.0,542.3829787234042,0.9583333333333334,0.0,702.1739130434783,159.79093432007403,0.1505908115750762,-52.63768115942037
s230,human,human,96,48,48,0.9791666666666666,0.0,608.1063829787234,0.9583333333333334,0.020833333333333332,761.1521739130435,153.04579093432005,0.11814686790649873,-208.79347826086962
s231,human,human,96,48,48,1.0,0.0,726.4166666666666,0.9791666666666666,0.020833333333333332,816.8297872340426,90.41312056737593,0.17774959162239207,
s232,human,human,96,48,48,0.9375,0.0,673.8,0.9791666666666666,0.0,756.8297872340426,83.0297872340426,0.20722563176559886,120.4021739130435
s233,human,human,96,48,48,1.0,0.0,761.5625,0.8125,0.10416666666666667,1039.2051282051282,277.6426282051282,-0.053394959413674725,-51.103658536585385
s234,human,human,96,48,48,0.9583333333333334,0.0,700.0217391304348,0.5625,0.0625,868.3703703703703,168.34863123993557,0.02867110272740675,35.53684210526308
s235,human,human,96,48,48,0.9166666666666666,0.041666666666666664,801.4772727272727,0.8125,0.041666666666666664,869.8717948717949,68.39452214452217,-0.00234512244775848,109.19462025316454
s236,human,human,96,48,48,0.9791666666666666,0.0,651.5744680851063,0.9375,0.0,762.6888888888889,111.11442080378254,-0.019719779161344507,91.82142857142856
s237,human,human,96,48,48,0.9791666666666666,0.0,620.7234042553191,0.9791666666666666,0.020833333333333332,766.4255319148937,145.70212765957456,0.012473344743722688,-7.217391304347871
s238,human,human,96,48,48,0.9791666666666666,0.020833333333333332,818.6595744680851,0.8958333333333334,0.041666666666666664,898.4651162790698,79.80554181098466,0.043972895167064895,231.33333333333326
s239,human,human,96,48,48,0.9791666666666666,0.020833333333333332,622.6595744680851,0.875,0.041666666666666664,807.6428571428571,184.983282674772,0.13083549194672286,79.919540229885
s240,human,human,96,48,48,0.9375,0.020833333333333332,507.15555555555557,0.9375,0.0,606.4444444444445,99.28888888888889,0.03108516719780284,7.927272727272793
s241,human,human,96,48,48,0.9791666666666666,0.0,609.2978723404256,0.9583333333333334,0.0,753.3913043478261,144.09343200740057,0.08134140721121935,429.8478260869565
s242,human,human,96,48,48,0.8958333333333334,0.0,676.1395348837209,0.8333333333333334,0.020833333333333332,726.35,50.210465116279124,0.22964601353266065,96.51330376940143
s243,human,human,96,48,48,1.0,0.0,619.4583333333334,0.9166666666666666,0.020833333333333332,750.1590909090909,130.7007575757575,0.32228142186124337,107.41111111111115
s244,human,human,96,48,48,0.9791666666666666,0.0,777.1489361702128,0.9791666666666666,0.0,937.3617021276596,160.21276595744678,0.14082666982929865,587.2021276595744
s245,human,human,96,48,48,0.8958333333333334,0.0625,685.8139534883721,0.8541666666666666,0.0,832.219512195122,146.40555870674984,-0.07276402294061657,113.58472222222213
s246,human,human,96,48,48,1.0,0.0,705.8333333333334,1.0,0.0,778.5416666666666,72.70833333333326,0.17607060259019214,
s247,human,human,96,48,48,1.0,0.0,827.3541666666666,0.9791666666666666,0.0,953.8085106382979,126.45434397163126,0.1242972882359723,-90.45744680851067
s248,human,human,96,48,48,0.9791666666666666,0.0,791.3404255319149,0.9375,0.020833333333333332,873.9777777777778,82.63735224586287,0.13764890365122653,141.34444444444443
s249,human,human,96,48,48,0.9583333333333334,0.0,733.2608695652174,0.8541666666666666,0.0,862.7073170731708,129.4464475079534,-0.09724321439036286,10.465116279069775
s250,human,human,96,48,48,0.9791666666666666,0.0,523.3404255319149,0.8958333333333334,0.0,595.953488372093,72.61306284017815,0.06117664197778776,19.64419475655427
s251,human,human,96,48,48,0.9375,0.0,750.0222222222222,0.7916666666666666,0.10416666666666667,1000.3421052631579,250.31988304093568,0.10873288141965207,168.04029304029302
s252,human,human,96,48,48,0.8958333333333334,0.020833333333333332,495.2325581395349,0.8333333333333334,0.0,561.4,66.16744186046509,0.17873072653854977,10.327160493827137
s253,human,human,96,48,48,1.0,0.0,692.125,0.9583333333333334,0.0,831.6521739130435,139.5271739130435,0.18952681962517812,-99.48387096774195
s254,human,human,96,48,48,1.0,0.0,577.4166666666666,1.0,0.0,711.5208333333334,134.10416666666674,0.06769615932286392,
s255,human,human,96,48,48,1.0,0.0,580.125,1.0,0.0,694.9583333333334,114.83333333333337,0.05592928987753246,
s256,human,human,96,48,48,1.0,0.0,650.25,0.9375,0.020833333333333332,728.2222222222222,77.97222222222217,0.11065907454108662,-42.5934065934066
s257,human,human,96,48,48,1.0,0.0,683.8541666666666,0.9583333333333334,0.0,759.7826086956521,75.9284420289855,0.14821756841947006,22.010752688172033
s258,human,human,96,48,48,0.875,0.0625,681.0,0.8125,0.10416666666666667,839.1025641025641,158.1025641025641,0.32655848792674114,-49.467532467532465
s259,human,human,96,48,48,0.9583333333333334,0.0,644.1739130434783,0.7291666666666666,0.041666666666666664,862.0571428571428,217.88322981366457,-0.09700276052837788,31.730769230769283
s260,human,human,96,48,48,1.0,0.0,704.1875,1.0,0.0,828.75,124.5625,0.2691060214640228,
s261,human,human,96,48,48,0.8958333333333334,0.0625,784.4186046511628,0.875,0.0625,846.547619047619,62.12901439645623,0.14283308236980174,343.5923076923078
s262,human,human,96,48,48,0.9375,0.041666666666666664,795.4444444444445,0.8541666666666666,0.08333333333333333,1027.4146341463415,231.97018970189708,-0.0034568246460381434,4.463414634146375
s263,human,human,96,48,48,0.9375,0.0,742.4,0.8958333333333334,0.0,919.3255813953489,176.9255813953489,0.15383427512655368,116.5689655172414
s264,human,human,96,48,48,0.9791666666666666,0.0,772.8723404255319,0.9583333333333334,0.0,938.5434782608696,165.67113783533773,0.0623848567906414,-46.804347826086996
s265,human,human,96,48,48,0.9791666666666666,0.0,727.936170212766,0.9375,0.020833333333333332,969.8222222222222,241.8860520094562,-0.0017821460295746577,-146.3222222222223
s266,human,human,96,48,48,1.0,0.0,682.8333333333334,0.9583333333333334,0.0,799.695652173913,116.86231884057963,0.08919254106457908,-16.88172043010752
s267,human,human,96,48,48,1.0,0.0,782.9375,0.8541666666666666,0.0625,1042.9024390243903,259.96493902439033,0.14499461354848428,78.15294117647056
s268,human,human,96,48,48,1.0,0.0,608.3333333333334,0.9375,0.0,796.1555555555556,187.8222222222222,0.08483324469119681,78.15579710144925
s269,human,human,96,48,48,0.9583333333333334,0.0,692.5434782608696,0.8333333333333334,0.0,837.325,144.78152173913043,0.13168776422460343,-22.5891472868218
